PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
21.07,32.96,0.62,40.1,37.98,65.0,Moderate
24.99,25.65,1.05,44.3,39.34,84.0,Moderate
22.61,29.99,0.65,37.47,42.18,70.0,Moderate
22.66,42.4,0.64,48.65,33.0,74.0,Moderate
16.68,30.27,0.57,56.49,15.17,76.0,Moderate
18.65,42.25,0.61,56.7,14.28,112.0,Poor
21.83,67.63,0.9,53.95,15.41,80.0,Moderate
25.51,47.55,0.88,60.52,22.67,106.0,Poor
19.01,33.79,0.86,41.27,36.98,105.0,Poor
26.43,49.99,0.89,37.5,41.01,110.0,Poor
13.03,27.27,0.57,31.21,29.75,82.0,Moderate
13.2,25.96,0.55,37.43,28.04,69.0,Moderate
22.64,39.46,0.94,31.17,42.66,58.0,Moderate
27.06,118.45443537491555,1.04,22.56,60.63,68.0,Moderate
29.21,38.5,1.0,24.79,54.1,77.0,Moderate
31.43,25.58,0.71,26.59,44.27,82.0,Moderate
25.89,80.57,0.64,18.42,15.38,52.0,Moderate
17.58,23.46,0.58,31.27,16.49,48.0,Good
22.35,39.35,0.61,21.93,26.11,47.0,Good
17.46,33.33,0.62,35.29,21.26,57.0,Moderate
18.64,25.63,0.59,38.69,20.03,48.0,Good
20.57,37.57,0.62,51.83,16.78,104.0,Poor
25.15,29.91,0.67,34.57,19.36,51.0,Moderate
22.87,39.16,0.73,59.16,20.91,101.0,Poor
27.11,55.11,0.75,39.33,19.77,121.0,Poor
26.91,45.12,0.78,40.6,19.94,122.0,Poor
30.64,46.36,1.05,55.87,38.11,108.0,Poor
29.69,26.98,1.0,49.45,40.45,100.0,Moderate
35.06,35.58,0.93,50.73,41.25,146.0,Poor
22.29,22.95,0.82,42.75,43.2,70.0,Moderate
25.84,39.75,0.81,41.25,41.7,75.0,Moderate
26.37,61.74,0.78,44.92,16.37,105.0,Poor
22.62,118.45443537491555,1.05,20.04,23.84836627716501,76.0,Moderate
37.51,72.52,0.85,36.98,39.76,76.0,Moderate
37.85,55.29,0.75,68.76,24.9,111.0,Poor
39.26,51.62,0.86,61.37,26.19,150.0,Poor
23.59,73.02,0.83,55.72,22.87,103.0,Poor
27.36,46.3,0.71,59.95,23.38,78.0,Moderate
23.45,43.81,0.46,56.94,13.97,81.0,Moderate
20.82,38.66,0.64,58.37,15.1,89.0,Moderate
28.74,40.41,0.88,53.64,24.17,100.0,Moderate
22.59,32.44,0.92,54.32,24.31,96.0,Moderate
26.98,45.52,0.99,57.81,24.25,105.0,Poor
23.18,26.53,1.15,49.51,26.02,95.0,Moderate
38.04,56.21,1.15,57.05,23.7,120.0,Poor
33.44,71.07,0.83,53.35,12.39,106.0,Poor
43.67,101.54,1.12,59.37,11.83,126.0,Poor
61.94,86.53,0.76,58.54,24.8,135.0,Poor
35.03,61.6,0.9,45.56,24.95,114.0,Poor
16.9,37.12,0.86,28.38,24.36,93.0,Moderate
14.27,30.32,0.93,48.1,24.95,99.0,Moderate
17.76,45.69,0.89,44.14,25.31,103.0,Poor
20.99,53.49,0.68,37.83,16.27,105.0,Poor
25.87,39.41,0.88,39.05,13.55,116.0,Poor
23.02,39.11,0.78,41.73,17.26,106.0,Poor
41.82,87.5,0.84,64.23,19.85,109.0,Poor
32.4,46.68,0.8,67.72,32.73,122.0,Poor
31.1,25.97,0.83,57.6,30.25,110.0,Poor
23.49,52.0,0.81,57.91,29.99,72.0,Moderate
47.4,40.58,0.63,58.15,13.78,78.0,Moderate
19.32,91.05,0.77,55.94,11.59,145.0,Poor
58.64,66.67,0.75,63.42,71.41,108.0,Poor
36.56,94.02,0.81,63.92,71.93,141.0,Poor
24.5,79.42,0.87,52.84,70.21,114.0,Poor
21.13,67.66,0.8,46.63,49.41,92.0,Moderate
21.2,55.08,0.76,47.37,26.58,87.0,Moderate
16.34,72.77,0.56,48.3,14.35,92.0,Moderate
14.93,34.46,0.67,52.17,10.29,89.0,Moderate
21.14,60.99,0.61,48.79,23.59,86.0,Moderate
20.33,42.85,0.68,42.02,26.6,75.0,Moderate
17.58,27.06,0.68,31.95,26.58,64.0,Moderate
30.95,31.76,0.81,29.34,32.82,61.0,Moderate
32.0,36.8,0.77,30.63,30.94,80.0,Moderate
31.76,36.51,0.6,29.19,26.93,75.0,Moderate
35.03,50.72,0.87,32.64,29.68,73.0,Moderate
26.55,26.19,0.85,27.49,26.59,71.0,Moderate
28.47,28.65,0.85,28.67,23.88,69.0,Moderate
40.0,47.83,0.9,36.29,25.99,81.0,Moderate
35.34,61.61,0.92,33.34,37.63,67.0,Moderate
46.48,75.12,0.95,32.03,70.13,86.0,Moderate
95.49,111.38,0.73,30.06,22.28,121.0,Poor
153.73,196.29,1.34,32.75,16.17,306.0,Severe
54.13,72.84,1.42,27.69,92.78,208.0,Very Poor
31.22,46.07,0.8,33.76,86.42,83.0,Moderate
34.65,32.13,0.78,28.51,78.26,84.0,Moderate
87.99,56.38,0.99,30.92,71.49,141.0,Poor
40.78,56.24,1.04,29.3,88.85,133.0,Poor
34.45,70.97,0.71,30.83,21.3,76.0,Moderate
70.95,118.45443537491555,0.87,36.51,25.37,91.0,Moderate
115.35,241.6,0.98,44.21,44.24,222.0,Very Poor
98.83,181.03,1.08,46.2,50.12,261.0,Very Poor
105.94,183.42,1.09,45.94,47.78,229.0,Very Poor
121.43,201.76,1.04,47.64,48.42,273.0,Very Poor
142.9,196.37,0.96,55.69,44.44,294.0,Very Poor
96.8,172.27,0.86,53.69,19.52,253.0,Very Poor
93.13,198.2,0.98,53.81,17.81,230.0,Very Poor
61.45,104.29,0.82,43.01,28.7,192.0,Poor
31.32,71.74,0.54,31.9,43.56,77.0,Moderate
37.23,109.85,0.52,41.66,68.8,76.0,Moderate
19.18,66.95,0.47,43.38,57.31,92.0,Moderate
21.99,52.7,0.52,38.96,48.59,84.0,Moderate
44.91,80.85,0.54,38.12,47.94,57.0,Moderate
56.9,154.66,0.53,51.76,22.5,122.0,Poor
26.91,125.72,0.46,29.15,36.89,90.0,Moderate
28.52,37.66,0.55,28.85,46.14,63.0,Moderate
20.95,34.1,0.46,22.78,61.47,47.0,Good
33.55,70.14,0.47,27.28,78.83,56.0,Moderate
31.16,50.45,0.46,27.26,61.69,60.0,Moderate
46.05,59.79,0.47,23.1,49.2,64.0,Moderate
59.64,65.54,0.49,33.32,51.02,110.0,Poor
44.81,63.09,0.47,31.05,39.16,86.0,Moderate
53.33,84.65,0.52,33.72,48.86,77.0,Moderate
37.8,80.2,0.53,39.18,43.12,80.0,Moderate
30.56,62.56,0.52,32.91,40.31,63.0,Moderate
21.08,54.48,0.45,27.3,83.27,53.0,Moderate
18.45,62.97,0.38,31.58,74.49,48.0,Good
17.79,52.26,0.47,33.27,53.9,60.0,Moderate
21.17,41.24,0.44,23.57,82.54,49.0,Good
36.17,82.52,0.54,26.08,195.53,56.0,Moderate
37.56,87.09,0.52,34.43,157.47,71.0,Moderate
62.41,78.57,0.44,33.57,149.57,93.0,Moderate
53.68,89.09,0.55,33.97,207.14,107.0,Poor
34.82,35.98,0.91,20.01,126.94,76.0,Moderate
35.41,44.05,0.93,20.11,119.95,69.0,Moderate
27.57,42.96,0.71,19.98,94.18,61.0,Moderate
37.72,118.45443537491555,0.6,20.15,23.84836627716501,56.0,Moderate
36.55,27.38,0.73,24.04,97.57,72.0,Moderate
27.78,38.29,0.54,24.0,104.69,62.0,Moderate
34.16,42.32,0.56,22.78,94.21,52.0,Moderate
40.78,52.46,0.72,22.61,91.29,68.0,Moderate
35.6,44.1,0.64,26.83,104.56,70.0,Moderate
31.23,31.47,0.7,26.19,73.65,59.0,Moderate
44.04,56.34,0.53,35.26,87.78,62.0,Moderate
48.07,49.98,0.52,29.67,87.37,92.0,Moderate
52.28,67.54,0.53,33.87,85.14,83.0,Moderate
65.45,84.77,0.66,36.82,86.5,106.0,Poor
72.57,79.66,0.69,33.86,87.16,126.0,Poor
57.74,59.56,0.6,38.89,80.23,134.0,Poor
52.75,60.37,0.69,32.21,88.89,92.0,Moderate
53.51,84.11,0.6,28.38,76.4,99.0,Moderate
54.37,73.9,0.75,33.18,85.55,99.0,Moderate
58.43,74.13,0.72,27.5,84.51,110.0,Poor
31.88,59.15,0.54,24.11,77.64,77.0,Moderate
36.94,63.7,0.65,28.28,87.86,65.0,Moderate
52.48,69.8,0.62,33.22,70.6,92.0,Moderate
38.74,46.37,0.57,35.08,56.89,83.0,Moderate
45.49,66.8,0.61,36.95,66.97,84.0,Moderate
28.25,40.44,0.65,24.79,69.17,70.0,Moderate
27.59,23.01,0.76,21.31,65.15,57.0,Moderate
32.16,36.63,0.97,25.52,60.39,74.0,Moderate
30.49,44.9,0.87,28.4,62.05,64.0,Moderate
23.37,30.76,0.77,30.88,45.46,62.0,Moderate
19.45,25.87,0.83,25.0,50.01,61.0,Moderate
33.54,40.38,0.55,28.97,53.89,55.0,Moderate
42.22,61.8,0.55,29.73,58.6,73.0,Moderate
42.16,75.24,0.78,27.67,48.44,79.0,Moderate
40.76,69.94,0.77,28.3,52.55,74.0,Moderate
39.81,71.75,0.79,27.22,58.71,72.0,Moderate
58.38,73.51,0.85,32.45,58.05,83.0,Moderate
74.12,122.43,0.88,33.52,61.12,140.0,Poor
122.88,168.34,1.1,35.37,72.09,230.0,Very Poor
48.06,66.92,0.65,33.57,44.99,168.0,Poor
34.09,44.39,0.65,33.34,44.81,74.0,Moderate
35.33,53.18,0.7,26.76,39.79,62.0,Moderate
28.67,28.47,0.84,29.02,39.0,65.0,Moderate
31.17,33.25,0.78,26.29,42.27,67.0,Moderate
37.66,53.48,0.88,26.38,50.68,69.0,Moderate
44.91,60.17,0.8,31.09,50.0,85.0,Moderate
47.95,64.49,0.89,34.26,58.36,93.0,Moderate
59.95,85.4,0.87,34.64,54.57,104.0,Poor
62.34,112.61,0.97,32.88,47.63,123.0,Poor
50.48,95.63,0.9,34.13,53.49,110.0,Poor
41.74,86.84,0.9,33.78,50.09,87.0,Moderate
47.26,79.24,1.08,31.54,44.6,78.0,Moderate
53.66,69.03,1.11,33.41,42.72,85.0,Moderate
52.29,65.93,1.02,26.05,42.76,84.0,Moderate
43.82,59.48,0.94,21.78,45.74,87.0,Moderate
36.56,53.23,1.09,32.79,46.62,78.0,Moderate
32.4,50.04,0.86,28.75,46.18,63.0,Moderate
30.58,38.29,0.77,23.73,44.32,55.0,Moderate
37.52,57.78,0.88,20.76,43.9,63.0,Moderate
39.6,65.6,0.88,26.69,39.7,74.0,Moderate
39.93,59.04,0.84,30.7,38.35,94.0,Moderate
40.05,56.19,0.91,33.97,34.32,89.0,Moderate
36.32,55.83,0.78,27.6,35.67,75.0,Moderate
28.45,49.06,0.77,29.24,36.46,64.0,Moderate
28.1,43.78,0.8,31.94,40.54,61.0,Moderate
35.41,61.47,0.73,34.11,40.52,58.0,Moderate
29.12,67.85,0.84,28.62,39.59,69.0,Moderate
32.17,78.26,0.86,30.14,37.32,81.0,Moderate
49.48,98.17,0.93,23.31,38.99,93.0,Moderate
56.85,102.04,1.02,37.77,39.09,118.0,Poor
54.82,84.0,0.9,31.92,43.92,121.0,Poor
35.13,53.43,0.78,21.95,42.36,82.0,Moderate
34.25,64.36,0.77,18.31,39.88,72.0,Moderate
41.49,79.79,0.96,24.7,48.53,85.0,Moderate
42.95,94.21,0.77,24.71,91.73,84.0,Moderate
35.52,69.95,0.67,27.14,88.0,77.0,Moderate
38.88,125.87,0.83,16.21,73.98,75.0,Moderate
29.2,51.45,0.86,20.66,109.55,76.0,Moderate
28.75,53.6,0.72,26.85,104.04,65.0,Moderate
31.07,73.54,0.97,23.61,97.04,77.0,Moderate
33.9,56.99,0.9,28.52,78.04,81.0,Moderate
39.25,63.4,0.58,39.14,39.97,84.0,Moderate
42.97,72.05,0.67,31.47,41.23,83.0,Moderate
33.08,49.17,0.77,36.16,39.86,75.0,Moderate
36.15,84.54,0.69,38.15,44.53,72.0,Moderate
35.99,43.7,0.55,50.11,34.2,80.0,Moderate
43.6,64.94,0.66,26.4,33.25,76.0,Moderate
42.16,94.26,0.64,43.88,32.11,96.0,Moderate
33.29,66.83,0.7,34.39,37.45,84.0,Moderate
26.69,29.86,0.74,20.27,40.5,77.0,Moderate
24.95,25.63,0.75,21.65,41.88,61.0,Moderate
30.94,27.06,0.65,24.05,65.59,69.0,Moderate
21.85,25.97,0.62,21.36,89.9,57.0,Moderate
25.93,34.85,0.71,20.12,90.66,65.0,Moderate
27.37,41.72,0.55,27.37,80.22,61.0,Moderate
16.69,38.14,0.63,34.46,38.99,76.0,Moderate
24.94,41.38,0.74,29.98,40.37,65.0,Moderate
35.65,33.31,0.96,21.73,44.03,72.0,Moderate
39.29,46.44,0.7,21.6,42.2,74.0,Moderate
38.48,51.07,0.55,30.14,36.49,79.0,Moderate
33.26,5.29,0.86,21.02,41.14,66.0,Moderate
41.56,123.82,0.86,30.61,40.46,76.0,Moderate
39.41,4.94,0.87,49.4,43.97,92.0,Moderate
44.73,6.39,0.87,40.15,47.47,88.0,Moderate
32.68,4.82,0.91,31.17,42.16,95.0,Moderate
29.1,1.8,0.97,45.38,54.98,80.0,Moderate
39.42,118.45443537491555,0.85,46.53,55.35,71.0,Moderate
31.91,0.21,0.94,31.28,60.26,73.0,Moderate
24.22,6.07,0.61,35.18,55.45,57.0,Moderate
22.43,1.63,0.65,37.16,51.89,58.0,Moderate
31.57,4.06,0.55,36.81,49.77,54.0,Moderate
27.6,0.62,0.51,33.97,44.96,59.0,Moderate
34.81,1.55,0.56,16.33,46.53,55.0,Moderate
26.79,111.83,0.52,34.65,45.68,53.0,Moderate
29.31,162.67,0.52,33.94,52.9,50.0,Good
31.56,185.25,0.51,35.24,54.33,60.0,Moderate
32.94,3.73,0.62,36.35,50.1,75.0,Moderate
31.17,170.09,0.61,37.84,50.32,74.0,Moderate
24.81,183.34,0.59,38.03,51.8,72.0,Moderate
20.77,291.75,0.58,38.31,46.61,67.0,Moderate
21.59,177.96,0.55,37.64,46.39,66.0,Moderate
14.27,119.96,0.61,32.83,43.97,57.0,Moderate
11.9,151.3,0.59,30.45,47.13,55.0,Moderate
14.77,288.68,0.57,34.11,45.69,55.0,Moderate
14.71,180.01,0.57,32.83,60.1,55.0,Moderate
41.02,118.45443537491555,0.56,37.08,61.87,80.0,Moderate
15.66,118.45443537491555,0.57,30.16,55.7,60.0,Moderate
14.86,118.45443537491555,0.65,33.51,47.11,59.0,Moderate
17.95,118.45443537491555,0.66,36.84,49.54,64.0,Moderate
17.87,118.45443537491555,0.59,41.74,47.7,65.0,Moderate
14.64,118.45443537491555,0.59,36.82,49.01,62.0,Moderate
20.3,118.45443537491555,0.61,35.94,53.62,65.0,Moderate
8.43,118.45443537491555,0.58,33.55,52.33,65.0,Moderate
8.94,118.45443537491555,0.6,33.46,51.15,56.0,Moderate
8.1,118.45443537491555,0.58,37.03,45.24,59.0,Moderate
9.71,118.45443537491555,0.55,35.57,34.89,59.0,Moderate
10.67,118.45443537491555,0.64,38.09,42.58,61.0,Moderate
12.65,118.45443537491555,0.58,36.05,41.11,60.0,Moderate
8.06,118.45443537491555,0.59,34.28,36.07,56.0,Moderate
8.08,118.45443537491555,0.66,37.53,27.56,58.0,Moderate
10.46,118.45443537491555,0.68,41.7,28.33,67.0,Moderate
10.76,118.45443537491555,0.78,34.53,32.18,66.0,Moderate
10.46,118.45443537491555,0.75,37.34,33.16,60.0,Moderate
6.55,118.45443537491555,0.7,38.1,30.45,68.0,Moderate
11.11,118.45443537491555,0.68,45.0,28.31,69.0,Moderate
10.39,118.45443537491555,0.67,42.2,26.68,70.0,Moderate
14.13,118.45443537491555,0.73,50.88,26.85,71.0,Moderate
13.08,118.45443537491555,0.7,46.97,28.23,70.0,Moderate
11.67,118.45443537491555,0.75,45.9,30.93,71.0,Moderate
7.03,118.45443537491555,0.7,41.28,28.36,66.0,Moderate
19.68,118.45443537491555,0.75,42.79,27.82,81.0,Moderate
10.11,118.45443537491555,0.69,47.7,32.96,78.0,Moderate
11.23,118.45443537491555,0.76,43.98,29.93,73.0,Moderate
11.72,118.45443537491555,0.72,48.61,28.94,76.0,Moderate
9.99,118.45443537491555,0.69,42.92,33.86,65.0,Moderate
9.64,118.45443537491555,0.72,46.44,39.18,69.0,Moderate
8.36,118.45443537491555,0.71,40.83,41.46,66.0,Moderate
8.82,118.45443537491555,0.72,45.26,39.1,68.0,Moderate
15.57,118.45443537491555,0.66,43.23,39.06,69.0,Moderate
8.72,118.45443537491555,0.7,48.56,37.44,77.0,Moderate
20.25,118.45443537491555,0.83,43.18,40.37,70.0,Moderate
28.71,118.45443537491555,0.84,38.92,43.92,82.0,Moderate
10.99,118.45443537491555,0.7,39.6,45.0,68.0,Moderate
18.49,118.45443537491555,1.06,43.39,44.56,76.0,Moderate
28.06,118.45443537491555,0.93,48.74,44.83,82.0,Moderate
30.39,118.45443537491555,1.01,46.54,45.35,90.0,Moderate
27.01,118.45443537491555,1.01,57.0,41.6,92.0,Moderate
23.02,118.45443537491555,0.95,60.89,38.67,102.0,Poor
21.24,118.45443537491555,0.84,46.91,41.13,77.0,Moderate
22.78,118.45443537491555,1.12,49.94,41.49,81.0,Moderate
25.2,33.86,1.01,49.76,43.04,79.0,Moderate
27.82,311.98,1.0,41.21,44.75,79.0,Moderate
20.0,234.46,1.07,39.81,38.36,77.0,Moderate
31.03,118.45443537491555,1.12,38.64,39.58,79.0,Moderate
38.3,118.45443537491555,1.11,57.6,40.71,112.0,Poor
33.99,118.45443537491555,0.94,62.0,41.97,105.0,Poor
18.85,127.81,1.02,47.36,44.57,88.0,Moderate
36.15,346.73,1.16,49.45,39.35,101.0,Poor
18.83,25.52,1.07,53.61,44.09,95.0,Moderate
20.61,13.84,1.01,59.22,44.45,76.0,Moderate
18.5,76.53,1.05,60.66,42.17,99.0,Moderate
18.53,27.33,1.09,55.1,43.01,81.0,Moderate
40.73,42.38,1.17,52.89,44.39,92.0,Moderate
20.52,142.52,1.17,56.57,43.08,128.0,Poor
23.04,72.71,1.16,46.75,42.77,85.0,Moderate
22.43,32.25,0.96,55.54,42.45,87.0,Moderate
30.42,118.45443537491555,0.83,41.46,51.0,80.0,Moderate
26.37,40.69,1.21,46.53,40.68,106.0,Poor
104.45,25.05,1.2,52.79,43.45,169.0,Poor
20.76,35.25,1.01,51.41,34.03,112.0,Poor
20.17,56.04,1.03,52.51,30.11,80.0,Moderate
19.34,43.22,1.17,51.3,31.52,79.0,Moderate
24.1,42.54,1.18,56.23,36.36,86.0,Moderate
32.37,43.27,1.08,53.18,34.49,96.0,Moderate
23.89,41.27,1.21,73.43,33.65,112.0,Poor
29.8,48.4,1.05,52.41,34.78,109.0,Poor
89.92,50.56,1.12,61.97,34.06,152.0,Poor
26.53,55.74,1.08,59.9,34.42,140.0,Poor
23.55,35.3,1.12,71.42,35.35,106.0,Poor
18.95,24.27,1.13,69.77,35.21,109.0,Poor
28.83,31.28,1.07,70.18,34.89,102.0,Poor
23.13,35.95,1.1,69.8,33.84,108.0,Poor
23.75,38.41,1.14,66.85,35.0,95.0,Moderate
26.42,39.3,1.1,68.51,33.2,95.0,Moderate
25.93,45.54,0.76,77.45,35.98,98.0,Moderate
21.3,22.21,0.96,62.57,34.07,104.0,Poor
24.14,30.66,1.05,68.75,34.17,110.0,Poor
15.95,4.85,1.02,48.37,33.52,92.0,Moderate
21.57,27.05,1.14,25.46,8.8,65.0,Moderate
25.27,32.08,1.18,23.45,8.21,66.0,Moderate
30.04,35.85,1.15,17.24,7.35,60.0,Moderate
24.54,31.41,1.11,22.96,6.65,62.0,Moderate
33.9,46.17,1.2,21.44,5.88,64.0,Moderate
52.45,60.71,1.29,21.6,8.29,76.0,Moderate
41.86,53.51,1.23,26.17,7.91,82.0,Moderate
31.96,40.35,1.06,24.67,8.5,68.0,Moderate
25.27,31.0,1.13,24.69,17.23,67.0,Moderate
14.62,21.66,0.92,29.76,11.82,58.0,Moderate
31.72,40.05,1.01,25.1,12.78,53.0,Moderate
45.61,58.71,1.07,23.55,16.78,73.0,Moderate
47.61,60.24,1.08,22.5,17.37,75.0,Moderate
40.11,58.23,1.09,20.05,16.98,72.0,Moderate
40.07,54.75,1.09,22.67,16.77,66.0,Moderate
39.21,54.24,1.05,24.46,16.48,68.0,Moderate
24.28,33.56,0.91,23.45,13.2,56.0,Moderate
25.21,39.66,0.89,21.47,13.79,46.0,Good
32.92,46.75,1.13,21.03,23.1,61.0,Moderate
32.66,44.95,1.14,16.94,17.79,64.0,Moderate
40.89,49.26,1.11,16.05,23.84836627716501,64.0,Moderate
31.52,39.65,1.19,17.62,23.84836627716501,70.0,Moderate
34.24,42.61,1.29,18.07,23.84836627716501,78.0,Moderate
18.28,24.06,1.02,17.73,23.84836627716501,64.0,Moderate
20.57,30.17,1.08,18.84,28.83,57.0,Moderate
22.24,30.83,1.1,15.45,33.46,60.0,Moderate
32.66,42.31,1.12,20.99,32.64,60.0,Moderate
38.05,50.06,1.16,21.53,31.08,62.0,Moderate
43.69,57.64,1.21,15.25,30.6,70.0,Moderate
33.18,43.18,1.2,17.25,28.84,68.0,Moderate
20.3,28.53,1.08,16.49,26.22,58.0,Moderate
25.52,37.46,1.17,23.05,26.58,61.0,Moderate
33.77,60.13,1.11,20.52,27.95,67.0,Moderate
26.0,34.04,1.03,20.58,28.33,59.0,Moderate
23.53,25.85,1.34,22.82,28.17,75.0,Moderate
18.46,23.48,1.28,21.57,26.82,67.0,Moderate
24.63,30.93,1.33,21.48,28.25,71.0,Moderate
28.19,45.47,1.32,21.14,31.24,71.0,Moderate
29.67,39.09,1.34,22.49,32.4,74.0,Moderate
22.93,30.85,1.36,22.83,32.32,73.0,Moderate
42.15,49.46,1.41,23.49,32.74,77.0,Moderate
33.16,46.87,1.3,25.3,29.66,77.0,Moderate
37.3,49.5,1.43,20.4,28.0,76.0,Moderate
36.5,47.87,1.4,18.9,29.73,80.0,Moderate
46.54,60.6,1.47,19.73,32.5,80.0,Moderate
30.42,46.23,1.4,19.32,33.14,78.0,Moderate
32.04,42.82,1.47,17.73,30.34,79.0,Moderate
17.83,24.72,1.42,18.86,28.32,78.0,Moderate
8.99,13.35,1.3,18.23,25.25,66.0,Moderate
16.17,22.18,1.4,17.98,25.99,72.0,Moderate
26.24,31.0,1.53,15.36,27.56,81.0,Moderate
27.31,33.33,1.48,11.47,26.66,85.0,Moderate
13.02,21.58,1.3,21.12,26.76,73.0,Moderate
16.04,18.93,1.38,21.33,32.28,76.0,Moderate
17.98,22.41,1.32,18.33,31.14,78.0,Moderate
23.38,28.34,1.33,13.68,28.44,69.0,Moderate
30.14,36.58,1.37,17.27,26.29,73.0,Moderate
27.15,32.37,1.47,21.6,26.68,79.0,Moderate
18.39,21.44,1.32,23.87,26.69,77.0,Moderate
22.4,28.27,1.37,18.16,25.25,75.0,Moderate
34.0,39.77,1.46,15.78,23.99,78.0,Moderate
20.52,25.03,1.38,17.08,22.55,72.0,Moderate
25.72,30.68,1.45,17.0,22.26,76.0,Moderate
35.3,44.65,1.48,16.9,22.16,80.0,Moderate
26.08,38.26,1.48,15.24,21.85,78.0,Moderate
23.94,36.68,1.44,13.29,20.73,79.0,Moderate
24.59,36.39,1.45,14.73,21.57,75.0,Moderate
26.58,37.85,1.51,18.66,21.71,80.0,Moderate
12.12,17.22,1.38,17.4,19.4,73.0,Moderate
18.07,29.03,1.44,20.4,23.84836627716501,78.0,Moderate
18.29,26.21,1.58,24.99,23.84836627716501,89.0,Moderate
14.18,19.5,1.51,18.18,2.69,87.0,Moderate
10.99,16.31,1.6,17.71,2.13,90.0,Moderate
19.54,25.15,1.66,15.98,1.93,94.0,Moderate
20.2,34.12,1.65,13.42,2.09,94.0,Moderate
22.45,32.45,1.86,14.89,2.71,98.0,Moderate
16.71,26.91,1.73,15.78,3.73,96.0,Moderate
15.74,22.09,1.68,15.92,3.46,98.0,Moderate
10.25,14.91,1.52,16.01,4.32,85.0,Moderate
15.48,27.15,1.5,17.62,3.9,78.0,Moderate
19.25,26.54,1.48,13.55,3.31,76.0,Moderate
18.33,24.32,1.56,18.33,4.01,83.0,Moderate
24.77,30.35,1.62,18.34,3.4,84.0,Moderate
30.56,38.2,1.63,17.11,3.7,88.0,Moderate
17.2,21.19,1.51,15.53,4.38,82.0,Moderate
23.29,28.7,1.59,17.23,4.64,86.0,Moderate
24.66,30.55,1.61,19.0,4.6,85.0,Moderate
21.46,30.93,1.64,19.51,4.5,88.0,Moderate
15.12,17.74,1.6,19.64,3.9,90.0,Moderate
28.17,92.79,1.63,20.65,1.87,95.0,Moderate
32.52,32.53,1.39,19.73,1.81,98.0,Moderate
23.5,28.44,1.42,22.24,2.59,78.0,Moderate
24.67,35.74,1.43,18.83,2.7,73.0,Moderate
29.16,34.32,1.47,17.68,1.7,78.0,Moderate
32.48,39.58,1.49,16.96,2.73,82.0,Moderate
22.37,33.05,1.49,16.06,3.08,81.0,Moderate
32.43,40.51,1.68,18.72,2.19,93.0,Moderate
28.91,36.33,1.75,25.25,2.1,95.0,Moderate
27.22,33.02,1.69,25.24,3.26,95.0,Moderate
25.04,32.78,1.72,29.28,3.01,94.0,Moderate
33.09,37.68,1.71,22.04,3.16,94.0,Moderate
31.11,34.26,1.71,39.08,3.59,96.0,Moderate
38.4,46.39,1.74,37.54,2.98,94.0,Moderate
39.31,53.54,1.75,34.91,3.1,96.0,Moderate
29.37,39.73,1.76,46.46,3.09,94.0,Moderate
29.47,37.82,1.64,40.39,3.72,88.0,Moderate
20.54,25.22,1.57,41.74,4.37,85.0,Moderate
14.83,17.47,1.54,46.68,4.47,81.0,Moderate
37.4,42.97,1.71,37.95,3.29,91.0,Moderate
33.08,40.8,1.77,29.95,2.95,95.0,Moderate
36.99,45.64,1.78,33.03,0.46,95.0,Moderate
27.83,35.86,1.74,34.71,0.94,93.0,Moderate
11.52,14.79,1.65,30.15,2.76,90.0,Moderate
23.68,34.51,2.17,30.66,2.92,102.0,Poor
30.55,36.22,2.13,20.31,0.66,108.0,Poor
28.58,44.21,2.15,28.91,1.87,108.0,Poor
19.33,26.65,1.99,24.69,5.77,106.0,Poor
23.09,26.71,1.91,26.69,5.65,101.0,Poor
24.05,27.29,2.0,29.78,5.24,99.0,Moderate
26.5,30.81,1.8,31.48,5.63,93.0,Moderate
20.96,23.61,1.74,20.0,9.45,90.0,Moderate
13.91,21.06,1.7,21.79,6.74,88.0,Moderate
17.97,19.39,1.73,25.7,7.76,92.0,Moderate
26.81,34.61,1.7,26.31,8.07,91.0,Moderate
9.46,12.44,1.61,22.77,7.36,85.0,Moderate
17.27,19.03,1.75,18.75,6.46,88.0,Moderate
18.79,22.86,1.9,21.08,6.82,100.0,Moderate
7.62,15.8,1.9,24.09,6.39,99.0,Moderate
11.63,19.73,1.28,26.59,7.39,92.0,Moderate
21.96,32.03,0.61,23.59,6.06,48.0,Good
41.93,48.23,0.91,26.22,4.94,67.0,Moderate
23.94,26.71,0.8,32.72,4.67,88.0,Moderate
31.97,45.71,0.88,39.01,4.37,102.0,Poor
48.43,62.59,0.73,44.09,2.93,93.0,Moderate
44.09,56.54,0.27,41.21,3.88,85.0,Moderate
42.52,55.08,0.3,38.86,3.56,72.0,Moderate
29.68,44.27,0.31,44.38,3.57,66.0,Moderate
33.6,39.11,0.33,46.4,3.8,70.0,Moderate
23.15,25.42,0.28,44.49,4.07,69.0,Moderate
37.65,50.65,0.53,37.11,3.36,83.0,Moderate
52.48,61.45,0.58,47.02,3.19,74.0,Moderate
37.83,47.3,0.45,44.47,3.39,84.0,Moderate
43.18,49.36,0.47,37.82,3.44,67.0,Moderate
36.48,43.78,0.42,31.05,4.77,70.0,Moderate
37.91,42.54,0.43,33.48,4.47,67.0,Moderate
30.69,32.7,0.45,44.0,5.06,69.0,Moderate
