PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
76.54,118.45443537491555,1.35,47.24,12.63,147.0,Poor
66.13,118.45443537491555,1.25,42.76,15.5,148.0,Poor
65.34,118.45443537491555,1.19,37.2,14.87,136.0,Poor
77.06,118.45443537491555,1.12,38.34,15.3,144.0,Poor
89.44,118.45443537491555,1.1,42.33,11.65,191.0,Poor
83.4,118.45443537491555,1.1,38.37,12.64,182.0,Poor
46.58,118.45443537491555,1.08,38.6,15.18,125.0,Poor
33.25,118.45443537491555,1.18,39.7,16.95,80.0,Moderate
61.96,118.45443537491555,1.08,37.03,16.71,91.0,Moderate
45.29,118.45443537491555,1.1,36.14,18.02,128.0,Poor
95.33,118.45443537491555,1.12,31.35,16.31,163.0,Poor
65.48,118.45443537491555,1.1,35.62,14.84,165.0,Poor
62.4,118.45443537491555,1.09,45.8,16.04,112.0,Poor
44.03,118.45443537491555,1.09,34.83,16.86,111.0,Poor
40.6,118.45443537491555,1.09,29.84,16.44,74.0,Moderate
44.07,118.45443537491555,1.1,34.5,19.62,96.0,Moderate
51.06,118.45443537491555,1.08,31.11,22.2,86.0,Moderate
75.48,118.45443537491555,1.06,31.53,19.38,134.0,Poor
74.41,118.45443537491555,1.03,34.27,20.11,164.0,Poor
108.53,118.45443537491555,1.16,39.61,18.74,183.0,Poor
115.54,118.45443537491555,1.13,44.36,20.46,252.0,Very Poor
80.01,118.45443537491555,1.03,38.06,21.94,219.0,Very Poor
60.47,118.45443537491555,1.07,35.96,29.94,128.0,Poor
72.86,118.45443537491555,1.05,37.21,28.56,122.0,Poor
100.15,118.45443537491555,1.07,34.65,28.31,207.0,Very Poor
88.32,118.45443537491555,0.99,31.82,32.24,237.0,Very Poor
45.41,118.45443537491555,1.01,37.84,37.42,108.0,Poor
45.85,118.45443537491555,1.0,25.53,30.36,77.0,Moderate
35.31,118.45443537491555,1.01,32.18,31.79,73.0,Moderate
33.5,118.45443537491555,0.99,38.54,34.24,64.0,Moderate
39.91,118.45443537491555,1.02,42.16,35.48,69.0,Moderate
46.17,118.45443537491555,1.01,37.28,35.37,85.0,Moderate
66.67,118.45443537491555,0.99,27.68,33.27,116.0,Poor
49.02,118.45443537491555,0.96,33.27,34.96,115.0,Poor
36.76,118.45443537491555,0.97,35.36,36.08,81.0,Moderate
37.82,118.45443537491555,0.99,33.08,37.7,71.0,Moderate
54.39,118.45443537491555,0.99,29.91,36.13,91.0,Moderate
46.26,118.45443537491555,0.99,31.38,37.59,90.0,Moderate
41.85,118.45443537491555,0.98,27.77,38.46,75.0,Moderate
46.3,118.45443537491555,1.01,27.87,34.95,77.0,Moderate
43.45,118.45443537491555,0.92,30.0,38.71,94.0,Moderate
53.91,118.45443537491555,1.0,37.27,38.32,81.0,Moderate
65.52,118.45443537491555,0.99,29.1,34.8,121.0,Poor
62.39,118.45443537491555,0.98,24.84,33.83,151.0,Poor
55.36,118.45443537491555,1.04,18.6,35.08,93.0,Moderate
80.7,118.45443537491555,0.88,22.11,15.29,157.0,Poor
65.8,118.45443537491555,0.91,20.48,5.98,138.0,Poor
84.4,118.45443537491555,0.87,22.13,5.71,160.0,Poor
79.72,118.45443537491555,0.99,19.8,5.43,211.0,Very Poor
64.07,118.45443537491555,1.04,21.16,38.46,140.0,Poor
59.38,118.45443537491555,1.07,21.52,37.37,125.0,Poor
49.13,118.45443537491555,1.03,19.7,42.2,91.0,Moderate
43.27,118.45443537491555,1.0,22.41,43.96,81.0,Moderate
52.6,118.45443537491555,1.0,23.51,41.15,84.0,Moderate
68.37,118.45443537491555,1.05,24.39,37.14,112.0,Poor
64.63,118.45443537491555,1.02,33.12,41.4,142.0,Poor
62.85,118.45443537491555,1.05,24.99,30.69,120.0,Poor
45.35,118.45443537491555,1.0,23.97,35.06,95.0,Moderate
29.19,118.45443537491555,0.96,23.11,32.95,69.0,Moderate
41.72,118.45443537491555,0.98,23.16,33.89,64.0,Moderate
44.77,118.45443537491555,1.0,23.39,31.81,74.0,Moderate
49.27,118.45443537491555,0.98,31.42,32.67,83.0,Moderate
45.79,118.45443537491555,1.0,28.24,33.17,82.0,Moderate
37.81,118.45443537491555,1.01,26.78,34.3,67.0,Moderate
39.83,118.45443537491555,1.0,28.22,34.11,63.0,Moderate
42.14,118.45443537491555,1.07,19.64,30.26,73.0,Moderate
35.49,118.45443537491555,0.99,21.55,20.34,83.0,Moderate
32.63,118.45443537491555,0.87,26.63,9.1,64.0,Moderate
39.25,118.45443537491555,0.85,33.77,8.23,73.0,Moderate
50.91,118.45443537491555,0.82,40.69,8.04,77.0,Moderate
56.14,118.45443537491555,0.88,44.38,8.07,103.0,Poor
63.31,118.45443537491555,0.88,38.5,8.05,122.0,Poor
59.8,118.45443537491555,0.87,33.78,8.55,140.0,Poor
58.92,118.45443537491555,0.81,34.29,8.77,106.0,Poor
59.92,118.45443537491555,0.88,31.25,8.41,143.0,Poor
55.4,118.45443537491555,0.92,22.81,8.89,107.0,Poor
77.19,118.45443537491555,0.83,22.08,8.48,142.0,Poor
52.42,118.45443537491555,0.82,21.61,7.69,143.0,Poor
64.24,118.45443537491555,0.89,22.52,9.51,107.0,Poor
68.13,118.45443537491555,0.83,26.95,10.84,151.0,Poor
59.78,118.45443537491555,0.87,28.31,9.53,113.0,Poor
101.41,118.45443537491555,0.81,28.45,9.58,209.0,Very Poor
60.52,118.45443537491555,0.83,35.42,8.37,152.0,Poor
81.15,118.45443537491555,1.01,39.65,10.46,158.0,Poor
57.56,118.45443537491555,1.14,36.74,11.72,164.0,Poor
71.25,118.45443537491555,1.33,33.04,16.12,134.0,Poor
67.24,118.45443537491555,1.1,31.37,15.04,173.0,Poor
71.23,118.45443537491555,1.17,38.78,14.73,147.0,Poor
107.05,118.45443537491555,1.18,37.29,13.64,205.0,Very Poor
38.92,118.45443537491555,1.02,36.68,9.01,135.0,Poor
46.61,118.45443537491555,1.08,36.09,9.63,78.0,Moderate
46.72,118.45443537491555,1.24,29.22,11.72,97.0,Moderate
37.56,118.45443537491555,1.15,26.35,10.74,81.0,Moderate
47.72,118.45443537491555,1.19,38.02,14.06,85.0,Moderate
48.38,118.45443537491555,1.07,40.95,15.72,99.0,Moderate
65.45,118.45443537491555,1.13,37.94,18.26,110.0,Poor
61.74,118.45443537491555,1.09,39.31,17.99,142.0,Poor
51.38,118.45443537491555,1.11,37.11,27.53,100.0,Moderate
31.01,118.45443537491555,1.13,30.8,21.37,84.0,Moderate
29.99,118.45443537491555,1.12,36.71,20.11,70.0,Moderate
53.23,118.45443537491555,1.12,34.27,21.85,77.0,Moderate
79.9,118.45443537491555,1.19,42.58,26.99,148.0,Poor
91.02,118.45443537491555,1.13,51.12,20.58,193.0,Poor
79.09,118.45443537491555,1.18,44.3,19.48,183.0,Poor
71.59,118.45443537491555,1.19,42.83,12.06,166.0,Poor
51.8,118.45443537491555,1.06,47.41,12.07,117.0,Poor
41.87,118.45443537491555,1.03,45.48,11.83,91.0,Moderate
46.39,118.45443537491555,1.07,48.03,11.74,79.0,Moderate
31.6,118.45443537491555,1.11,51.25,11.91,76.0,Moderate
39.69,118.45443537491555,1.14,46.7,11.71,73.0,Moderate
35.98,118.45443537491555,1.18,51.53,11.72,75.0,Moderate
35.25,118.45443537491555,1.07,48.21,11.89,70.0,Moderate
36.49,118.45443537491555,1.01,54.11,11.69,78.0,Moderate
29.43,118.45443537491555,1.06,49.52,11.8,71.0,Moderate
29.44,118.45443537491555,1.02,49.16,11.42,64.0,Moderate
34.52,118.45443537491555,1.11,47.86,11.8,72.0,Moderate
45.74,118.45443537491555,1.2,47.33,11.87,90.0,Moderate
54.97,118.45443537491555,1.16,42.23,11.93,116.0,Poor
38.9,118.45443537491555,0.98,46.84,11.9,81.0,Moderate
32.23,118.45443537491555,0.8,56.36,11.63,74.0,Moderate
34.58,118.45443537491555,0.81,56.4,11.68,77.0,Moderate
30.19,118.45443537491555,0.8,43.61,11.63,65.0,Moderate
38.27,118.45443537491555,0.72,41.17,11.79,69.0,Moderate
34.97,118.45443537491555,0.73,36.07,11.75,76.0,Moderate
18.44,118.45443537491555,1.3,34.0,23.84836627716501,73.0,Moderate
18.07,48.8,1.36,35.44,23.84836627716501,82.0,Moderate
18.55,62.07,1.35,35.91,23.84836627716501,84.0,Moderate
22.57,67.03,1.3,37.26,23.84836627716501,77.0,Moderate
23.57,71.8,1.26,36.59,23.84836627716501,73.0,Moderate
31.18,91.26,1.23,33.41,23.84836627716501,86.0,Moderate
24.22,79.1,1.36,39.09,23.84836627716501,90.0,Moderate
21.81,44.13,1.25,36.71,23.84836627716501,70.0,Moderate
14.93,52.51,1.22,35.06,23.84836627716501,64.0,Moderate
17.86,45.85,1.21,30.81,23.84836627716501,64.0,Moderate
24.73,74.2,1.25,40.12,23.84836627716501,66.0,Moderate
24.09,72.98,1.27,39.23,23.84836627716501,85.0,Moderate
23.97,88.35,1.32,34.83,23.84836627716501,83.0,Moderate
20.7,81.14,1.34,45.24,23.84836627716501,90.0,Moderate
19.01,79.33,1.27,43.26,23.84836627716501,76.0,Moderate
21.85,89.75,1.32,44.85,23.84836627716501,90.0,Moderate
24.32,93.09,1.31,53.32,23.84836627716501,81.0,Moderate
22.76,88.41,1.19,50.68,23.84836627716501,92.0,Moderate
15.38,56.32,1.06,49.28,23.84836627716501,75.0,Moderate
18.58,66.74,1.09,50.69,23.84836627716501,51.0,Moderate
15.53,18.64,1.23,159.18,23.84836627716501,61.0,Moderate
17.17,118.45443537491555,1.14,91.34,23.84836627716501,118.0,Poor
22.54,118.45443537491555,1.16,72.08,23.84836627716501,115.0,Poor
18.79,118.45443537491555,1.16,58.76,23.84836627716501,83.0,Moderate
20.14,118.45443537491555,1.18,50.01,23.84836627716501,69.0,Moderate
24.8,118.45443537491555,1.2,37.89,23.84836627716501,75.0,Moderate
19.38,118.45443537491555,1.46,45.83,23.84836627716501,84.0,Moderate
18.68,118.45443537491555,1.74,43.54,23.84836627716501,98.0,Moderate
19.98,118.45443537491555,1.46,41.12,23.84836627716501,82.0,Moderate
26.85,118.45443537491555,1.62,41.46,23.84836627716501,105.0,Poor
17.66,118.45443537491555,1.07,52.91,23.84836627716501,77.0,Moderate
45.54,118.45443537491555,1.28,39.81,23.84836627716501,78.0,Moderate
17.79,118.45443537491555,1.26,38.99,23.84836627716501,86.0,Moderate
19.26,118.45443537491555,1.43,42.27,23.84836627716501,72.0,Moderate
12.89,118.45443537491555,1.0,41.42,23.84836627716501,55.0,Moderate
18.02,118.45443537491555,1.05,45.42,23.84836627716501,56.0,Moderate
16.97,118.45443537491555,1.03,41.43,23.84836627716501,56.0,Moderate
19.16,118.45443537491555,1.05,36.74,23.84836627716501,59.0,Moderate
19.64,118.45443537491555,1.1,33.69,23.84836627716501,77.0,Moderate
17.02,57.08,1.44,32.68,23.84836627716501,101.0,Poor
16.94,70.7,1.52,29.05,23.84836627716501,118.0,Poor
10.87,31.4,1.45,30.8,23.84836627716501,125.0,Poor
15.87,43.53,1.4,35.72,23.84836627716501,88.0,Moderate
25.71,97.45,1.42,39.04,23.84836627716501,82.0,Moderate
22.86,82.67,1.15,40.96,23.84836627716501,71.0,Moderate
18.09,70.66,1.19,44.93,23.84836627716501,75.0,Moderate
17.52,61.23,1.45,35.33,23.84836627716501,89.0,Moderate
10.53,41.27,1.35,38.32,23.84836627716501,91.0,Moderate
13.38,55.71,1.19,48.68,23.84836627716501,77.0,Moderate
22.06,75.33,1.17,33.79,23.84836627716501,68.0,Moderate
18.54,71.0,1.21,34.73,23.84836627716501,72.0,Moderate
19.38,56.8,1.4,31.45,23.84836627716501,80.0,Moderate
18.39,67.13,1.72,34.69,23.84836627716501,109.0,Poor
16.59,66.72,1.49,28.51,23.84836627716501,78.0,Moderate
13.0,48.23,1.49,22.08,23.84836627716501,88.0,Moderate
13.78,48.89,1.37,22.38,23.84836627716501,77.0,Moderate
18.5,65.24,1.49,26.45,23.84836627716501,89.0,Moderate
14.71,52.86,1.17,29.09,23.84836627716501,75.0,Moderate
14.11,73.45,1.19,27.65,23.84836627716501,68.0,Moderate
14.53,70.33,1.17,26.26,23.84836627716501,72.0,Moderate
12.84,56.35,1.27,28.19,23.84836627716501,73.0,Moderate
67.47661343703459,118.45443537491555,1.41,34.912885247265315,23.84836627716501,74.0,Moderate
18.15,71.77,1.17,27.8,23.84836627716501,67.0,Moderate
15.31,69.04,1.16,24.34,23.84836627716501,68.0,Moderate
14.72,82.21,1.23,25.82,23.84836627716501,72.0,Moderate
19.26,93.35,1.2,26.07,23.84836627716501,84.0,Moderate
13.43,89.58,1.16,33.28,23.84836627716501,60.0,Moderate
15.67,77.37,1.17,30.01,23.84836627716501,69.0,Moderate
16.43,72.12,1.22,28.73,23.84836627716501,80.0,Moderate
23.32,60.58,1.25,25.99,23.84836627716501,70.0,Moderate
46.76,73.6,1.2,24.56,23.84836627716501,82.0,Moderate
16.52,67.74,1.24,27.49,23.84836627716501,70.0,Moderate
15.0,65.59,1.04,29.34,23.84836627716501,66.0,Moderate
15.37,58.9,1.02,24.89,23.84836627716501,62.0,Moderate
14.24,56.91,1.07,26.77,23.84836627716501,63.0,Moderate
15.24,53.79,1.1,18.72,23.84836627716501,61.0,Moderate
16.28,54.45,1.05,22.01,23.84836627716501,61.0,Moderate
15.88,62.28,1.15,21.87,23.84836627716501,60.0,Moderate
13.23,52.16,1.14,22.52,23.84836627716501,63.0,Moderate
14.11,53.33,1.14,22.15,23.84836627716501,62.0,Moderate
13.39,52.3,1.05,21.91,23.84836627716501,62.0,Moderate
15.45,50.4,1.15,21.34,23.84836627716501,64.0,Moderate
16.22,61.49,1.23,24.03,23.84836627716501,44.0,Good
14.71,65.57,1.16,23.69,23.84836627716501,64.0,Moderate
14.87,56.31,1.2,33.07,23.84836627716501,84.0,Moderate
17.72,48.66,1.18,18.65,23.84836627716501,75.0,Moderate
10.36,44.69,1.19,28.24,23.84836627716501,65.0,Moderate
9.21,41.44,1.17,27.3,23.84836627716501,64.0,Moderate
11.21,43.37,1.2,27.19,23.84836627716501,66.0,Moderate
12.65,51.97,1.21,28.15,23.84836627716501,66.0,Moderate
13.33,54.43,1.2,26.99,23.84836627716501,67.0,Moderate
11.61,46.49,1.21,32.95,23.84836627716501,67.0,Moderate
12.59,48.67,1.22,35.23,23.84836627716501,69.0,Moderate
11.7,40.69,1.24,39.1,23.84836627716501,67.0,Moderate
9.7,42.34,1.22,38.31,23.84836627716501,67.0,Moderate
12.94,45.15,1.14,37.65,23.84836627716501,68.0,Moderate
80.13,64.24,0.91,39.5,23.84836627716501,107.0,Poor
26.83,90.14,1.12,44.31,23.84836627716501,93.0,Moderate
26.49,91.07,1.1,41.44,23.84836627716501,90.0,Moderate
23.72,74.6,1.09,41.28,23.84836627716501,83.0,Moderate
24.15,73.99,1.06,41.67,23.84836627716501,74.0,Moderate
22.94,84.4,1.02,44.15,23.84836627716501,76.0,Moderate
26.68,75.24,0.99,37.31,23.84836627716501,81.0,Moderate
30.76,69.36,1.02,46.32,23.84836627716501,95.0,Moderate
25.47,61.36,1.03,47.18,23.84836627716501,64.0,Moderate
23.11,62.32,1.01,45.22,23.84836627716501,65.0,Moderate
18.94,53.7,1.18,48.58,23.84836627716501,65.0,Moderate
25.28,55.95,1.33,49.66,23.84836627716501,70.0,Moderate
23.62,54.02,1.36,55.14,23.84836627716501,72.0,Moderate
26.46,65.51,1.44,49.99,23.84836627716501,77.0,Moderate
30.97,75.3,1.39,54.83,23.84836627716501,100.0,Moderate
28.58,70.91,1.31,45.71,23.84836627716501,77.0,Moderate
26.49,67.74,1.29,47.01,23.84836627716501,71.0,Moderate
25.69,61.92,1.31,48.2,23.84836627716501,70.0,Moderate
28.24,71.66,1.31,44.98,23.84836627716501,71.0,Moderate
24.03,56.21,1.32,47.94,23.84836627716501,70.0,Moderate
26.35,57.69,1.31,49.4,23.84836627716501,69.0,Moderate
23.49,54.7,1.31,42.47,23.84836627716501,70.0,Moderate
22.67,56.3,1.23,46.98,23.84836627716501,68.0,Moderate
25.5,60.73,0.98,43.64,23.84836627716501,60.0,Moderate
27.31,67.46,0.97,39.31,23.84836627716501,65.0,Moderate
26.77,64.56,0.99,42.69,23.84836627716501,67.0,Moderate
24.28,67.13,1.1,39.83,23.84836627716501,70.0,Moderate
21.84,63.71,1.27,24.91,23.84836627716501,84.0,Moderate
26.76,72.02,1.55,22.46,23.84836627716501,106.0,Poor
21.64,53.58,1.41,23.67,23.84836627716501,89.0,Moderate
19.28,48.32,1.44,25.68,23.84836627716501,82.0,Moderate
23.52,57.14,1.57,27.03,23.84836627716501,89.0,Moderate
22.09,67.31,1.77,30.62,23.84836627716501,102.0,Poor
25.6,76.8,1.77,33.62,23.84836627716501,103.0,Poor
20.37,68.0,1.62,30.21,23.84836627716501,93.0,Moderate
25.51,78.16,1.58,30.93,23.84836627716501,93.0,Moderate
17.68,55.13,1.39,28.35,23.84836627716501,78.0,Moderate
25.44,91.8,1.7,37.93,23.84836627716501,100.0,Moderate
42.73,114.46,1.92,43.7,23.84836627716501,113.0,Poor
31.22,59.71,1.35,49.13,23.84836627716501,80.0,Moderate
35.95,66.06,1.5,45.84,23.84836627716501,82.0,Moderate
33.06,70.44,1.6,46.51,23.84836627716501,104.0,Poor
33.86,77.88,1.55,36.72,23.84836627716501,92.0,Moderate
32.52,71.2,1.57,38.59,23.84836627716501,91.0,Moderate
37.21,76.15,1.58,49.45,23.84836627716501,90.0,Moderate
44.86,107.68,2.0,50.39,23.84836627716501,108.0,Poor
44.05,112.39,1.94,47.98,23.84836627716501,106.0,Poor
54.77,141.2,2.32,55.94,23.84836627716501,122.0,Poor
49.35,130.79,2.21,46.39,23.84836627716501,128.0,Poor
49.52,116.69,2.0,49.69,23.84836627716501,111.0,Poor
50.87,122.42,1.95,60.44,23.84836627716501,122.0,Poor
43.4,99.57,2.09,47.73,23.84836627716501,110.0,Poor
42.12,103.91,2.14,41.95,23.84836627716501,106.0,Poor
48.16,122.98,2.13,41.35,23.84836627716501,117.0,Poor
54.76,118.68,1.89,52.25,23.84836627716501,112.0,Poor
48.6,106.14,1.76,64.18,23.84836627716501,109.0,Poor
45.06,100.44,1.75,66.08,23.84836627716501,103.0,Poor
42.82,100.02,1.69,59.75,23.84836627716501,104.0,Poor
34.35,89.58,1.66,66.49,23.84836627716501,100.0,Moderate
44.57,118.82,1.76,65.46,23.84836627716501,105.0,Poor
54.92,167.05,1.91,74.19,23.84836627716501,136.0,Poor
48.18,166.65,2.18,49.91,23.84836627716501,149.0,Poor
49.42,153.48,2.34,51.95,23.84836627716501,135.0,Poor
54.25,158.76,2.41,52.22,23.84836627716501,142.0,Poor
46.14,129.95,1.96,52.39,23.84836627716501,130.0,Poor
26.07,71.72,1.7,58.18,23.84836627716501,132.0,Poor
49.65,137.14,1.54,71.31,23.84836627716501,150.0,Poor
45.04,153.14,2.38,25.53,23.84836627716501,123.0,Poor
52.53,166.96,2.59,26.01,23.84836627716501,146.0,Poor
39.38,115.93,1.93,24.46,23.84836627716501,118.0,Poor
54.0,172.6,2.65,27.42,23.84836627716501,136.0,Poor
67.47661343703459,118.45443537491555,2.3452669534931365,34.912885247265315,23.84836627716501,144.0,Poor
36.32,109.1,1.87,32.52,23.84836627716501,110.0,Poor
41.76,111.56,1.95,37.97,23.84836627716501,106.0,Poor
49.85,138.28,2.1,39.87,23.84836627716501,141.0,Poor
41.8,120.59,2.02,44.23,23.84836627716501,138.0,Poor
40.22,100.16,1.95,41.95,23.84836627716501,132.0,Poor
37.39,78.33,1.71,55.14,23.84836627716501,100.0,Moderate
34.93,68.37,1.74,43.27,23.84836627716501,102.0,Poor
65.23,152.2,2.14,47.33,23.84836627716501,112.0,Poor
67.63,164.86,2.32,37.62,23.84836627716501,184.0,Poor
130.47,276.46,2.81,48.41,23.84836627716501,299.0,Very Poor
93.59,222.33,2.76,45.71,23.84836627716501,195.0,Poor
122.18,272.19,2.92,64.46,23.84836627716501,307.0,Severe
63.69,157.26,2.65,66.27,23.84836627716501,179.0,Poor
56.06,149.49,2.59,58.48,23.84836627716501,146.0,Poor
51.04,133.23,2.1,67.98,23.84836627716501,123.0,Poor
48.02,132.29,2.3,56.49,23.84836627716501,132.0,Poor
49.79,132.08,2.33,64.87,23.84836627716501,122.0,Poor
51.3,136.44,2.35,57.12,23.84836627716501,147.0,Poor
56.72,152.93,2.75,57.58,23.84836627716501,150.0,Poor
65.09,171.12,2.83,79.13,23.84836627716501,153.0,Poor
67.47661343703459,118.45443537491555,2.3452669534931365,34.912885247265315,23.84836627716501,145.0,Poor
48.76,141.23,2.61,53.93,23.84836627716501,125.0,Poor
51.75,171.43,2.89,64.37,23.84836627716501,145.0,Poor
63.19,179.98,3.07,61.74,23.84836627716501,169.0,Poor
57.74,161.37,2.87,51.25,23.84836627716501,143.0,Poor
55.7,175.73,2.83,65.33,23.84836627716501,149.0,Poor
53.71,170.39,2.85,65.15,23.84836627716501,146.0,Poor
56.87,175.08,2.93,69.6,23.84836627716501,158.0,Poor
62.05,196.83,3.02,63.12,23.84836627716501,154.0,Poor
62.82,202.58,2.21,71.9,23.84836627716501,172.0,Poor
76.86,215.08,1.89,74.46,23.84836627716501,174.0,Poor
65.54,187.09,2.42,65.87,23.84836627716501,168.0,Poor
72.91,201.08,3.26,75.06,23.84836627716501,163.0,Poor
70.04,170.19,2.63,49.86,23.84836627716501,176.0,Poor
54.61,165.03,2.06,44.72,23.84836627716501,140.0,Poor
63.47,193.53,2.34,50.4,23.84836627716501,152.0,Poor
56.9,169.94,2.12,50.29,23.84836627716501,158.0,Poor
51.82,151.5,1.79,49.03,23.84836627716501,137.0,Poor
49.73,154.09,1.91,43.06,23.84836627716501,138.0,Poor
38.67,121.78,1.81,40.93,23.84836627716501,124.0,Poor
50.03,142.34,1.81,45.61,23.84836627716501,117.0,Poor
61.98,148.08,1.81,35.55,23.84836627716501,123.0,Poor
57.49,159.6,1.87,38.71,23.84836627716501,136.0,Poor
56.54,155.32,1.8,43.55,23.84836627716501,146.0,Poor
50.82,135.22,1.7,43.0,23.84836627716501,128.0,Poor
63.59,165.21,1.9,53.08,23.84836627716501,136.0,Poor
66.38,141.73,1.97,49.9,23.84836627716501,174.0,Poor
50.75,130.15,1.74,42.96,23.84836627716501,135.0,Poor
52.93,143.39,1.9,47.82,23.84836627716501,123.0,Poor
74.39,180.07,2.58,54.17,23.84836627716501,160.0,Poor
92.96,192.28,2.65,53.27,23.84836627716501,197.0,Poor
96.74,221.61,2.75,58.67,23.84836627716501,219.0,Very Poor
88.48,203.0,2.72,60.08,23.84836627716501,210.0,Very Poor
68.03,137.58,1.86,46.46,23.84836627716501,149.0,Poor
67.26,133.78,1.81,33.39,23.84836627716501,119.0,Poor
69.88,152.97,2.03,37.61,23.84836627716501,130.0,Poor
65.85,137.97,2.05,37.22,23.84836627716501,143.0,Poor
81.14,159.39,2.11,35.39,23.84836627716501,154.0,Poor
81.34,185.04,2.57,38.87,23.84836627716501,188.0,Poor
79.78,221.85,2.75,45.29,23.84836627716501,181.0,Poor
80.41,232.04,3.14,53.3,23.84836627716501,175.0,Poor
103.76,295.76,3.65,68.37,23.84836627716501,239.0,Very Poor
84.61,250.62,3.5,68.82,23.84836627716501,221.0,Very Poor
75.92,216.49,2.76,63.06,23.84836627716501,180.0,Poor
81.14,233.06,2.76,62.05,23.84836627716501,183.0,Poor
52.78,164.07,2.18,48.85,23.84836627716501,156.0,Poor
57.44,177.25,2.75,67.66,23.84836627716501,156.0,Poor
71.68,199.89,2.49,85.19,23.84836627716501,150.0,Poor
84.32,250.65,3.01,69.71,23.84836627716501,199.0,Poor
85.51,240.04,3.32,71.31,23.84836627716501,201.0,Very Poor
76.86,237.89,2.76,78.82,23.84836627716501,187.0,Poor
75.79,235.95,3.11,76.64,23.84836627716501,197.0,Poor
66.32,191.3,2.37,72.08,23.84836627716501,163.0,Poor
68.1,188.89,2.53,72.52,23.84836627716501,162.0,Poor
69.37,194.79,2.56,65.72,23.84836627716501,162.0,Poor
83.31,245.52,3.25,32.31,23.84836627716501,184.0,Poor
84.99,231.12,2.99,32.51,23.84836627716501,200.0,Poor
82.07,254.54,3.3,29.55,23.84836627716501,190.0,Poor
93.45,285.55,3.34,33.76,23.84836627716501,234.0,Very Poor
51.0,132.19,2.1,20.34,23.84836627716501,160.0,Poor
34.26,109.43,1.94,25.59,23.84836627716501,114.0,Poor
26.04,113.83,1.65,29.55,23.84836627716501,100.0,Moderate
53.38,150.95,1.78,37.42,23.84836627716501,125.0,Poor
47.4,135.35,1.83,52.07,23.84836627716501,133.0,Poor
38.28,122.56,1.84,54.64,23.84836627716501,131.0,Poor
36.88,117.84,1.79,34.26,23.84836627716501,117.0,Poor
46.01,121.37,2.29,35.58,23.84836627716501,112.0,Poor
47.42,125.09,2.12,40.56,23.84836627716501,118.0,Poor
51.55,173.72,2.83,48.14,23.84836627716501,150.0,Poor
51.24,174.07,2.93,47.64,23.84836627716501,151.0,Poor
48.04,153.71,2.3,59.04,23.84836627716501,146.0,Poor
50.63,184.82,2.27,59.69,23.84836627716501,152.0,Poor
73.37,257.39,3.21,72.76,23.84836627716501,186.0,Poor
66.26,217.26,3.25,56.12,23.84836627716501,201.0,Very Poor
65.62,209.61,2.73,70.86,23.84836627716501,164.0,Poor
43.34,146.7,1.88,65.06,23.84836627716501,156.0,Poor
18.67,94.56,1.59,44.44,23.84836627716501,103.0,Poor
52.26,203.43,1.64,38.51,23.84836627716501,132.0,Poor
72.35,188.49,2.0,32.65,23.84836627716501,170.0,Poor
86.52,222.61,2.84,55.92,23.84836627716501,180.0,Poor
101.67,261.7,3.17,69.16,23.84836627716501,213.0,Very Poor
94.74,221.18,3.27,55.38,23.84836627716501,225.0,Very Poor
78.47,152.16,2.6,56.51,23.84836627716501,190.0,Poor
49.64,100.42,1.91,56.4,23.84836627716501,139.0,Poor
47.74,119.49,1.86,68.09,23.84836627716501,118.0,Poor
52.57,130.57,2.16,58.37,23.84836627716501,125.0,Poor
59.84,168.11,2.37,90.64,23.84836627716501,165.0,Poor
54.99,136.62,2.25,83.46,23.84836627716501,155.0,Poor
49.87,120.19,2.19,76.99,23.84836627716501,143.0,Poor
64.73,182.68,3.0,101.76,23.84836627716501,166.0,Poor
35.61,84.13,1.67,70.35,23.84836627716501,114.0,Poor
38.3,103.84,1.85,56.96,23.84836627716501,105.0,Poor
58.39,196.31,2.51,78.9,23.84836627716501,156.0,Poor
31.67,126.11,1.84,62.79,23.84836627716501,140.0,Poor
35.64,118.0,1.97,57.0,23.84836627716501,119.0,Poor
27.8,116.06,1.69,45.78,23.84836627716501,118.0,Poor
22.69,109.49,1.72,37.63,23.84836627716501,108.0,Poor
49.14,133.69,1.92,49.84,23.84836627716501,106.0,Poor
41.12,150.77,2.35,70.34,23.84836627716501,159.0,Poor
49.77,203.42,2.78,72.01,23.84836627716501,184.0,Poor
15.85,58.71,1.64,63.43,23.84836627716501,114.0,Poor
16.82,81.35,1.64,73.28,23.84836627716501,95.0,Moderate
22.15,126.58,1.54,76.26,23.84836627716501,106.0,Poor
23.44,92.09,1.67,80.67,23.84836627716501,113.0,Poor
25.23,102.94,1.75,80.8,23.84836627716501,113.0,Poor
29.13,108.52,1.83,81.24,23.84836627716501,122.0,Poor
36.24,132.21,2.14,89.05,23.84836627716501,151.0,Poor
30.19,158.13,1.96,61.16,23.84836627716501,142.0,Poor
23.72,128.8,1.67,46.22,23.84836627716501,127.0,Poor
21.02,92.1,1.54,60.52,23.84836627716501,109.0,Poor
23.36,90.2,1.58,97.63,23.84836627716501,142.0,Poor
21.54,99.26,1.63,68.64,23.84836627716501,104.0,Poor
28.02,113.58,1.73,85.43,23.84836627716501,124.0,Poor
